word,clicks,impressions,cost,convertedClicks
surplus,8,40,6.43,0,
kerrville,1,1,0.64,0,
haglund,1,1,0.39,0,
181st,1,2,1.41,0,
carpathian,1,1,0.84,0,
routso,1,1,0.88,0,
gappa,1,1,0.75,0,
feal,1,1,0.12,0,
illigimate,1,1,0.93,0,
leaycraft,1,3,0.35,0,
swindle,1,1,0.89,0,
combined,1,1,0.79,0,
hillegonds,1,2,0.54,0,
kothman,1,1,0.12,0,
walcott,1,1,0.19,0,
ayers,3,3,2.25,0,
freeman,15,20,9.219999999999999,1,
gendrizki,1,1,0.7,0,
43rd,9,23,4.86,0,
detail,2,2,1.05,0,
aparicio,1,1,0.7,0,
willsboro,1,5,0.4,0,
ricks,1,1,0.7,0,
ricky,2,2,1.73,0,
thai,1,12,0.42,0,
contacts,1,1,0.67,0,
petroski,1,3,0.69,0,
affected,4,4,1.16,0,
infantryin,1,1,0.14,0,
ricke,1,1,1.82,0,
bucher,1,2,0.5,0,
civiccause,1,1,0.54,0,
charlotte,3,3,2.55,0,
keller's,1,1,0.41,0,
butterscotch,1,1,0.38,0,
bemister,1,1,0.5,0,
b101,1,1,0.3,0,
mcnulty,2,3,1.47,0,
muhlenberg,1,1,0.43,0,
frederico,1,2,0.32,0,
unable,1,1,0.21,0,
frederick,60,88,36.379999999999995,1,
ofwwii,1,1,0.73,0,
worthy,1,2,0.21,0,
kapas,1,1,0.73,0,
that,314,538,188.26000000000016,3,
mititary,2,2,1.63,0,
3ad,2,1,1.66,0,
zum,1,2,0.75,0,
taverner,1,1,0.85,0,
than,8,12,4.14,0,
faust,1,3,0.81,0,
memories,3,7,1.5,0,
nordhoffs,1,1,0.18,0,
memoriel,5,8,2.44,0,
model,6,11,4.800000000000001,0,
similarities,2,2,1.66,0,
weaknesses,1,3,0.23,0,
greys,1,1,0.41,0,
the+,2,2,0.95,0,
dezzutti,1,1,0.45,0,
axmacher,1,2,0.71,0,
norris,14,16,7.910000000000002,0,
mccaffery,1,1,0.43,0,
civel,10,18,5.1499999999999995,0,
hungairian,1,1,0.59,0,
feed,1,1,0.84,0,
quapaw,1,2,1.82,0,
cives,1,2,0.2,0,
civer,1,3,0.87,0,
confidential,1,1,0.86,0,
orlybey,1,1,0.87,0,
honour,3,3,1.0,0,
girls,1,10,0.47,0,
feel,1,3,0.44,0,
norrid,1,1,0.25,0,
3d2,2,1,0.5,0,
birmingham,4,14,2.56,0,
3d1,2,2,1.98,0,
milligan,1,1,0.52,0,
netpathway,1,1,0.27,0,
manhattan,1,5,0.8,0,
fees,1,1,0.91,0,
grissom,1,1,1.07,0,
overbye,1,1,0.15,0,
genealogy,255,862,169.81000000000003,3,
mcglathery,1,1,0.38,0,
hutch,1,3,1.26,0,
seawall,1,1,0.84,0,
3867821,1,1,0.31,0,
rexford,2,2,1.17,0,
steinert,1,1,0.33,0,
stuka,1,1,0.24,0,
himler,1,1,0.38,0,
plantingthefuture,1,1,0.66,0,
evangelista,1,2,0.27,0,
girle,1,1,0.52,0,
revoluationary,1,1,0.42,0,
moddy,1,1,0.32,0,
greenhow,2,9,0.8,0,
wasdin,1,1,0.04,0,
santucci,2,2,1.01,0,
lancey,1,2,1.06,0,
sturm,1,1,0.77,0,
thornton,12,11,7.83,0,
heimberger,1,4,0.17,0,
mannion,1,1,0.61,0,
merlino,1,1,0.42,0,
laverne,10,12,8.76,0,
riggins,1,1,0.52,0,
25x7,1,5,0.86,0,
eastwood,2,4,1.0,0,
mccracken,1,1,0.99,0,
gutierrez,2,3,0.77,0,
wakefield,1,1,0.46,0,
monongalia,1,2,0.14,0,
kuehnle,1,1,0.71,0,
castleman,1,1,0.36,0,
deighton,1,1,0.89,0,
verteans,1,1,1.08,0,
crispo,1,1,0.32,0,
criminal,5,7,2.7199999999999998,0,
reichstag's,1,2,0.79,0,
17's,1,2,0.63,0,
gress,1,3,0.7,0,
galveston,5,22,4.01,0,
choose,1,1,0.83,0,
artillery,148,1306,64.24999999999999,4,
edie,2,4,1.24,0,
memorial,226,1480,111.83999999999996,0,
bangel,1,1,0.93,0,
mannino,1,1,0.48,0,
bouse,2,2,1.7799999999999998,0,
476,1,1,0.69,0,
vetreans,1,1,0.39,0,
45s,1,8,1.5,0,
475,1,1,0.58,0,
478,1,1,0.52,0,
director,2,8,1.7399999999999998,0,
manning,8,16,5.33,0,
guzman,2,3,1.33,0,
furman,4,8,2.24,0,
bourl,1,1,0.29,0,
symbols,4,12,2.16,0,
coins,4,16,2.1100000000000003,0,
470,1,1,0.5,0,
471,2,1,0.26,0,
472,1,1,0.71,0,
veterean,1,1,1.31,0,
imformation,1,1,0.33,0,
abigail,4,3,1.4300000000000002,0,
parris,1,1,1.03,0,
episode,1,4,0.5,0,
cival,74,237,38.589999999999996,2,
knights,1,1,0.93,0,
drexler,1,1,0.74,0,
gerdes,1,1,0.18,0,
consentration,1,1,0.69,0,
rebuilding,1,7,0.86,0,
infanatry,1,1,0.52,0,
unsung,1,1,1.03,0,
luftwaffe,15,52,7.920000000000001,0,
mindinho,1,1,0.66,0,
sweeper,3,7,1.74,0,
glenntroutman,1,1,1.3,0,
virginmia,1,1,0.78,0,
sidney,7,7,5.2299999999999995,0,
t1943,1,1,0.82,1,
accurate,2,2,1.6,0,
eden,2,2,1.6600000000000001,0,
ansil,1,3,0.4,0,
epic83ftrain,1,1,0.82,0,
and1941,1,1,0.24,0,
heavey,1,1,0.44,0,
edge,2,2,0.88,0,
buchka,2,2,1.1800000000000002,0,
andrew&amp,1,1,0.14,0,
heaven,1,2,0.25,0,
harbors,1,1,0.75,0,
chalmer,4,4,1.9100000000000001,0,
overfell,1,1,0.99,0,
496,1,3,0.42,0,
visor,1,6,0.74,0,
491,1,2,0.99,0,
warbird,1,17,0.46,0,
donald,159,239,107.38,2,
crissy,1,2,0.95,0,
490,1,1,0.7,0,
antiaircraft,5,14,3.2199999999999998,1,
lessard,1,1,0.86,0,
b17g,1,1,0.75,0,
potts,1,1,0.42,0,
quang,7,30,2.6799999999999997,0,
stuve,2,3,1.3699999999999999,0,
hurock,1,3,0.43,0,
palestine,1,2,0.74,0,
torbett,1,1,0.32,0,
mcdonald,12,16,6.829999999999999,0,
ponder,1,1,0.61,0,
educator,1,2,0.72,0,
requests,1,1,0.91,0,
murfreesboro,2,2,0.84,0,
turned,3,6,2.3,0,
fortress,4,5,2.01,0,
federico,2,2,1.71,0,
directly,1,1,0.11,0,
shawley,1,2,0.87,0,
mead,3,3,1.4100000000000001,0,
livingston,8,10,4.9399999999999995,1,
turner,20,25,13.69,0,
eddy,3,4,2.41,0,
scully,1,1,0.15,0,
redwine,2,2,2.35,0,
dresden,2,3,0.95,0,
dewayne,1,1,0.23,0,
bakersfield,1,3,0.45,0,
durimg,1,1,0.73,0,
pierce,17,19,12.57,0,
b17s,3,2,1.83,0,
popular,10,34,5.25,0,
stegmoyer,1,1,1.21,0,
fouoght,1,1,0.8,0,
hister,1,1,0.38,0,
turney,2,3,1.8800000000000001,0,
1090th,1,3,0.66,0,
ziets,1,1,1.05,0,
cettina,1,1,0.56,0,
tupper,1,1,0.58,0,
photomapping,1,2,0.92,0,
shiomos,2,1,0.62,0,
abraham,30,55,12.33,0,
findclarence,1,2,0.68,0,
haber,1,6,0.75,0,
nedeau,1,1,1.0,0,
morcher,1,4,1.08,0,
zinram,1,2,0.09,0,
during,1173,3046,657.4200000000001,16,
mean,12,15,5.87,1,
feaver,1,1,1.03,0,
ansel,3,5,1.72,0,
brazell,3,3,0.21000000000000002,0,
offense,1,1,0.23,0,
rican,14,47,10.08,0,
shoptrue,2,4,1.1400000000000001,0,
arlinton,1,1,0.37,0,
tidwell,2,1,0.28,0,
office,13,16,10.69,1,
website,17,23,14.450000000000003,1,
delibro,1,1,0.62,0,
freeland,1,1,0.48,0,
berardi,1,1,1.0,0,
comeau,1,1,0.77,0,
947th,1,1,0.74,0,
rotola,2,3,1.58,0,
493319,1,1,1.86,0,
wwtwomedalrecipients,1,2,0.43,0,
torrey,1,1,0.34,0,
rever,1,1,0.47,0,
lester,35,44,22.64,1,
torres,3,31,1.6400000000000001,0,
sem&utm_source,2,4,1.1400000000000001,0,
cowpen,1,5,0.46,0,
breastplate,1,3,0.7,0,
alternatives,1,2,0.65,0,
reagister,2,4,1.08,0,
anna,6,24,3.7800000000000002,0,
anne,2,2,0.92,0,
airographer,1,1,0.4,0,
alliance,3,5,3.04,0,
cowley,2,3,0.6699999999999999,0,
dunham,3,4,1.43,0,
338,3,6,1.1500000000000001,0,
339,1,4,0.19,0,
chickamauga,6,10,2.5000000000000004,0,
dday,6,14,4.5600000000000005,0,
framed,1,1,0.52,0,
332,1,4,0.06,0,
eady,1,1,0.77,0,
333,3,9,2.09,0,
bacon,3,3,2.59,0,
330,4,5,1.23,0,
peopel,1,1,0.59,0,
parts,9,11,7.67,0,
331,1,1,0.35,0,
party,3,6,2.21,0,
337,2,21,2.15,0,
mceachern,1,1,1.63,0,
335,2,4,1.44,0,
blytheville,1,2,0.1,0,
sheehan,2,2,1.91,0,
quentin,1,1,0.56,0,
eads,1,1,0.66,0,
melici,1,1,0.25,0,
tent,4,4,1.9000000000000001,0,
tenn,11,17,5.34,0,
349,1,1,0.87,0,
billy,20,35,13.2,0,
wildcats,1,1,0.34,0,
714th,1,2,0.72,0,
grips,2,5,1.42,0,
findmyfather's,1,1,0.67,0,
nicaraguan,1,3,0.44,0,
drummer,10,20,2.11,0,
342,1,1,0.63,0,
derreggerio,1,1,0.39,0,
344,2,3,1.67,0,
giarratano,1,1,0.74,0,
346,5,8,2.7499999999999996,0,
277th,1,2,1.27,0,
347,1,2,0.73,0,
348,2,4,0.8999999999999999,0,
maine's,1,2,0.17,0,
project,29,415,15.369999999999997,0,
26gsln,1,1,0.99,0,
frames,2,2,1.3,0,
obrlik,1,1,0.86,0,
holcomb,2,2,1.06,0,
kerean,2,2,0.8600000000000001,0,
trakshell,1,1,0.61,0,
each,6,8,3.04,0,
salvador,14,142,6.65,0,
32c,1,1,0.85,0,
farthing,1,1,1.09,0,
vmail,1,3,0.86,0,
anton,9,8,3.25,1,
stewards,1,1,0.34,0,
xnxx,4,6,0.9299999999999999,0,
usbee,1,1,0.31,0,
318,2,2,1.55,0,
mistaken,1,2,0.15,0,
319,2,7,1.2,0,
316,1,2,0.04,0,
nicola,1,1,0.71,0,
314,3,9,2.37,1,
veterens,15,18,12.72,1,
315,2,3,1.62,0,
jason,5,6,3.6399999999999997,1,
312,1,1,0.3,0,
lampasas,1,1,1.0,0,
preble,1,1,0.43,0,
haddock,1,1,1.41,0,
313,1,2,0.32,0,
310,6,9,4.58,0,
311,1,1,0.76,0,
sponenberg,1,1,1.07,0,
servicmenr,1,2,1.1,0,
wellman,1,1,0.66,0,
1930s,2,3,0.5800000000000001,0,
waymon,1,1,0.9,0,
wwiiservice,1,1,0.82,0,
tell,7,7,4.17,0,
foleman,1,1,0.94,0,
interesting,11,59,2.9600000000000004,0,
desimore,1,1,0.24,0,
510th,1,1,0.18,0,
hurley,5,6,4.07,0,
komarynski,1,1,1.0,0,
328,2,4,1.08,0,
mccartney,1,1,0.87,0,
knowski,1,1,0.66,0,
329,3,6,1.9599999999999997,0,
choices,1,1,0.77,0,
323,2,2,1.04,0,
324,1,1,0.52,0,
chilson,1,1,0.79,0,
325,2,3,0.79,0,
326,2,2,1.57,0,
320,6,8,4.9,0,
nhon,1,2,0.57,0,
electronic,1,4,0.62,0,
322,5,7,3.39,0,
tittlesmary,1,1,1.01,0,
sequence,2,2,0.8200000000000001,0,
whitsett,1,3,1.04,0,
gaynor,1,1,1.62,0,
warded,1,2,0.21,0,
notates,1,1,0.53,0,
vatter,2,2,1.28,0,
nicolo,1,2,0.48,0,
parra,1,29,0.14,0,
collects,1,2,0.48,0,
zombar,1,3,0.6,0,
ploughe,1,1,0.32,0,
pillars,1,1,0.3,0,
physical,1,1,0.49,0,
congress,8,16,5.73,0,
swpringfielde,1,1,0.68,0,
voltz,2,6,3.42,0,
santee,2,1,1.16,0,
klave,1,1,0.8,0,
cruise,3,4,2.02,0,
harshbarger,1,3,0.61,0,
caminer,1,1,0.74,0,
volta,1,3,0.59,0,
aboard,14,22,7.159999999999999,0,
middlebrooks,1,1,0.08,1,
wanting,2,2,0.9,0,
minesweeper,7,10,3.5100000000000002,1,
honorees,3,4,2.52,0,
braham,1,1,0.66,0,
fritch,1,1,0.41,0,
strosnider,1,1,0.45,0,
300,1,2,0.59,0,
302,1,1,0.86,0,
204th,2,2,0.84,0,
kozak,2,3,1.46,0,
honoreee,1,1,0.29,0,
george's,1,1,0.34,0,
304,1,2,0.57,0,
303,5,4,3.91,0,
306,4,7,2.17,0,
1lt,2,2,1.15,0,
305,3,3,1.27,0,
seventh,10,11,5.970000000000001,0,
spomer,1,1,0.44,0,
308,2,3,1.2,0,
refuse,1,1,0.68,0,
leman,1,1,0.66,0,
soren,1,1,0.66,0,
ralphard,1,2,0.74,0,
sorel,1,1,1.18,0,
patriotic,4,12,3.9099999999999997,0,
iqualify,1,2,0.89,0,
stallag,1,2,0.38,0,
hogie,1,1,0.72,0,
hulick,1,1,0.74,0,
nordquist,1,1,0.43,0,
vanherran,1,1,1.07,0,
1600,1,1,0.7,0,
membership,6,9,5.98,0,
americus,1,1,1.18,0,
flanagin,1,1,0.64,0,
utley,2,2,1.99,0,
freemon,1,1,0.36,0,
tailhook,1,1,0.71,0,
argentina,6,10,3.7399999999999998,0,
claire,1,1,0.05,0,
chapter,12,25,4.430000000000001,0,
lemire,1,1,0.75,0,
blackhawk,2,4,2.15,0,
79th,18,41,14.080000000000002,0,
pilot,344,679,249.23999999999984,6,
showing,3,5,3.23,0,
isaacks,1,1,1.05,0,
argentine,1,1,0.3,0,
pickett's,3,3,1.07,0,
maher,1,1,0.93,0,
hawaii,20,34,10.049999999999999,0,
quarrel,1,1,0.73,0,
zax,1,3,1.19,0,
bache,1,1,0.33,0,
standley,1,1,0.51,0,
520qm,2,1,1.2,0,
1&amp,1,1,0.22,0,
alberts,1,1,0.08,0,
shadrack,1,1,0.32,0,
houseknecht,1,2,0.36,0,
bayonetsworld,1,1,0.77,0,
gleason,3,6,1.99,0,
poppe,1,1,1.3,0,
santes,1,1,0.24,0,
verret,1,3,0.81,0,
531st,1,1,0.59,0,
louisa,4,4,2.47,0,
cantu,1,1,1.03,0,
volo,1,1,0.23,0,
aircrewman,1,1,1.19,0,
louise,4,12,3.57,0,
panagos,1,3,1.09,0,
hirohito,1,1,0.53,0,
biles,1,4,0.36,0,
barnum's,2,3,0.79,0,
openshaw,1,1,0.43,0,
ciprian,1,1,1.1,0,
laughrin,1,1,0.5,0,
among,1,1,0.86,0,
herschel,3,3,1.9,0,
blown,2,2,0.91,1,
sorber,1,2,0.87,0,
everyone,4,5,2.48,0,
329th,3,3,2.88,0,
riflies,1,1,0.4,0,
eame,2,2,1.24,0,
listed,12,16,8.580000000000002,0,
teer,1,1,0.08,0,
ottman,1,1,0.28,0,
arturs,1,1,0.89,1,
edelsack,1,1,1.77,0,
goyette,1,1,0.84,1,
teen,1,1,0.64,0,
mobil,1,1,0.34,0,
mexican,18,350,11.29,0,
teel,2,1,1.3,0,
kirsch,2,3,1.21,0,
68th,4,6,1.3599999999999999,0,
shuflin,1,3,0.54,0,
carman,3,2,1.6900000000000002,0,
presley,4,5,4.21,2,
decisions,1,1,0.47,0,
harlow,1,2,0.21,0,
dimiceli,1,1,1.13,0,
profnbr,2,2,1.0,0,
4932,1,1,0.84,0,
sines,1,4,0.88,0,
newspaper,21,30,12.590000000000002,1,
1610,1,1,0.43,0,
ww2the,1,1,0.95,0,
spouses,1,1,1.16,0,
29th,108,331,64.16000000000001,2,
dalton,7,11,5.26,1,
doolittle,4,4,2.5300000000000002,0,
milillo,1,1,0.5,0,
krohne,1,4,0.92,0,
ridgway's,1,6,0.59,0,
umberger,2,1,0.74,0,
worlwar1&2james,1,1,0.62,0,
turncoat,3,7,1.66,0,
schultz,5,11,3.7,0,
grier,1,1,0.48,0,
nellis,1,1,0.44,0,
tsingtao,2,2,1.06,0,
mcwhorter,1,1,0.31,0,
shober,1,2,0.83,0,
recipients,2026,19496,859.42,22,
fransisco,1,1,0.37,0,
frietchie,1,1,0.45,0,
mccloskey,1,1,0.65,0,
enlishment,1,1,0.82,0,
ww2takeoff,1,1,0.83,0,
yuill,1,1,0.48,0,
boylan,1,6,0.55,0,
tech,19,38,15.67,0,
26gsfn,1,1,0.99,0,
bro�s,1,1,0.81,0,
myseason,2,1,0.88,0,
1637,1,1,0.36,0,
satchel,1,1,0.7,0,
hobart,2,2,1.5899999999999999,1,
finance,2,8,0.84,0,
albania,1,1,0.65,0,
poilet,1,1,0.45,0,
grill,1,1,0.57,0,
schmitt,4,5,1.3399999999999999,0,
elections,1,2,0.58,0,
calvert,1,2,0.46,0,
schmitz,3,5,1.6700000000000002,0,
since,4,10,2.51,0,
cornellius,1,1,0.03,0,
gorrie,1,1,0.09,0,
soldierspensions,1,2,0.84,0,
trimmier,1,2,1.97,0,
tec5,5,7,3.59,0,
asher,1,1,0.32,0,
tec4,1,1,0.07,0,
hogan,3,8,1.8800000000000001,0,
giuseppe,2,2,0.96,0,
cooley,4,6,1.24,0,
noonan,2,2,2.41,0,
orbeck,1,1,0.35,0,
mccavera,2,1,2.24,0,
coker,2,3,2.3600000000000003,0,
virginia's,1,11,0.28,0,
detach,2,23,1.42,0,
flanagan,4,14,2.9799999999999995,0,
grimm,2,2,1.5,0,
599th,1,1,0.66,0,
89th,19,47,10.200000000000001,0,
infantryman,1,2,0.64,0,
lemoyne,1,1,0.46,0,
team,10,10,5.56,0,
waterville,1,1,0.67,0,
sinal,1,1,0.27,0,
friary,1,1,0.78,0,
besancon,1,1,0.94,0,
paul,204,291,148.82,2,
mikel,1,1,2.01,0,
vinson,2,2,1.02,0,
eddyville,1,2,0.78,0,
loscoskie,1,1,0.51,0,
carmen,6,7,5.46,0,
robling,1,3,0.17,0,
gelnhausen,1,1,0.19,0,
carmel,2,1,1.38,0,
dortch,1,1,1.53,0,
dierks,2,4,1.3599999999999999,0,
copelan,1,1,1.14,0,
tetreault,1,2,0.29,0,
larrison,1,1,1.34,0,
digest,53,1807,17.480000000000004,2,
meschi,1,1,1.24,0,
roger,35,51,20.27,0,
revelationary,2,2,0.79,0,
considered,5,11,3.52,0,
kanas,1,1,0.85,0,
muskets,2,2,1.06,0,
santos,4,6,2.81,0,
bihler,1,1,1.04,0,
swanson,1,1,0.82,0,
36488290,1,2,0.43,0,
path,1,5,1.08,0,
weingartner,1,1,0.43,0,
east,29,645,19.509999999999994,0,
lefors,1,2,0.29,0,
pate,3,2,2.48,0,
14th,17,59,8.589999999999998,0,
boyles,2,1,2.04,0,
4231162,2,2,1.03,0,
salzarulo,1,3,0.33,0,
umstead,1,1,1.11,0,
political,8,18,4.29,0,
your,28,96,22.159999999999993,2,
cincinnat,1,1,0.79,0,
colorado,21,30,14.100000000000003,0,
schott,1,1,0.31,0,
bombardment,3,3,1.8599999999999999,0,
sport,1,2,0.18,0,
1680,1,1,0.5,0,
bloom,1,6,0.26,0,
neller,1,1,0.43,0,
past,10,10,11.249999999999998,0,
troops,109,174,62.799999999999976,3,
olathe,1,1,0.56,0,
maness,1,1,0.52,0,
environmental,1,1,0.82,0,
pass,5,7,2.5199999999999996,0,
pasp,1,1,0.59,0,
election,1,2,0.25,0,
lain's,1,1,0.62,0,
paso,6,8,3.1,0,
earl,95,122,71.44000000000003,2,
estelle,1,1,0.71,0,
hideki,3,5,1.92,0,
wasilko,1,1,1.4,0,
ww2archives,1,1,1.04,0,
grandpa's,1,1,1.69,0,
earn,2,3,1.6,0,
confererate,1,1,0.22,0,
elzay,1,1,0.13,0,
receved,1,1,0.46,0,
amercain,1,1,0.28,0,
kemper,2,8,1.48,0,
1577,1,1,0.87,0,
nice,5,20,2.8800000000000003,1,
otterstetter,1,1,0.65,0,
frysh,1,2,0.68,0,
thierer,1,2,0.44,0,
massachussetts,1,1,0.54,0,
estil,1,1,0.86,0,
davidsmeyer,1,1,0.52,0,
formerly,1,2,0.58,0,
anthonydivisanokilled,1,1,0.62,0,
voss,2,2,2.05,0,
strachan,1,1,0.78,0,
13th,21,46,10.829999999999998,0,
36293946,1,1,0.78,0,
chastain,1,1,0.62,0,
blood,6,10,4.380000000000001,0,
goodnight,1,2,0.1,0,
displinary,1,1,1.08,0,
souvenirs,3,3,2.64,0,
halfax,1,1,0.15,0,
briscoe,2,3,1.81,0,
war&quot,2,1,0.6,0,
simms,3,3,1.5499999999999998,0,
nick,9,17,7.03,0,
alfred,68,96,45.00999999999999,0,
sargents,1,4,0.94,0,
pardy,1,1,0.29,0,
downes,1,1,1.0,0,
downey,1,1,0.86,0,
surprise,2,4,1.0,0,
fannin,4,4,2.04,0,
crites,1,2,0.51,0,
summers+,1,1,0.34,0,
wilkinson,1,2,0.12,0,
claremore,1,1,0.56,0,
harlin,1,1,0.48,0,
wolfrandt,1,1,0.39,0,
calvery,9,10,6.98,0,
brockway,1,1,0.57,0,
lawson,9,14,6.260000000000001,0,
delozier,1,1,0.13,0,
biancamano,2,6,1.99,0,
dvdhistory,1,1,0.67,0,
reardon,1,2,0.54,0,
americas,2,6,0.76,0,
american,1204,18855,645.5100000000004,13,
textiles,1,1,0.4,0,
toomey,2,2,0.48,0,
octaviano,2,1,0.12,0,
listof,1,1,0.51,0,
latissimus,1,1,0.88,0,
bloks,1,1,0.31,0,
canisteo,1,1,0.9,0,
lewrockwell,1,1,0.72,0,
gulley,1,1,0.41,0,
mcclelland,2,2,2.3,0,
gerety,1,1,0.85,0,
geretz,1,2,0.48,0,
headstones,5,21,2.56,0,
americal,19,31,11.889999999999999,2,
exhibit,2,3,1.1099999999999999,0,
memoir,7,35,4.510000000000001,0,
mcgurk,1,1,0.58,0,
nial,1,1,1.16,0,
sorro,1,1,0.71,0,
palavis,1,1,0.93,0,
norwood,3,4,1.7200000000000002,0,
sdier,1,1,0.45,0,
simon,16,23,8.48,0,
dalistan,1,1,0.04,0,
scholastic,1,1,0.9,0,
medalists,1,2,0.75,0,
sulphur,2,3,0.8300000000000001,0,
hills,3,4,1.52,0,
strap,1,5,0.6,0,
bwester,1,1,0.19,0,
percent,3,9,2.79,0,
nigg,1,2,0.37,0,
staehle,1,2,0.71,0,
yrs,2,3,1.17,0,
taylor,46,60,29.8,0,
identified,2,2,1.1,0,
arnold,38,68,27.67,0,
wyatts,1,3,0.29,0,
mogle,1,1,0.3,1,
robineson,1,1,0.46,0,
grieb,2,3,1.1,0,
brensinger,1,1,0.6,0,
clintoon,1,5,1.42,0,
fields,19,50,12.54,0,
control,5,7,3.8200000000000003,1,
lavasque,1,7,0.7,0,
pyatt,1,5,0.89,0,
armymen,1,1,0.96,0,
fannng,1,1,0.39,0,
soldiers_philip,1,3,0.23,0,
youngstown,1,4,0.39,0,
connelly,3,3,2.67,0,
amercans,1,1,0.46,0,
pinkston,1,1,0.39,0,
deason,2,2,1.92,0,
newton,28,38,16.64,0,
mealer,1,1,0.77,0,
mccall,4,12,2.88,1,
emmitt,3,3,2.5700000000000003,0,
ignacio,1,1,0.66,0,
casualities,18,35,9.79,0,
weidling,1,1,0.9,0,
identifier,1,2,0.75,0,
184inf,4,7,1.33,0,
canon,1,1,0.9,0,
vols,2,7,1.03,0,
wiitnauer,1,1,0.54,0,
carboneau,1,1,0.89,0,
blogs,1,1,1.47,0,
schnorf,1,1,0.38,0,
1983498,1,1,0.58,0,
mccain,4,11,1.71,0,
greenbush,2,2,0.74,0,
46th,2,3,0.33,0,
dragoons,2,4,1.73,0,
prisoners,140,768,59.77,1,
cavalaro,1,1,1.84,0,
brttish,1,1,0.26,0,
mcilwaine,1,13,0.4,0,
somerville,2,2,1.5899999999999999,0,
accounts,3,10,1.8499999999999999,0,
wisconsdin,1,3,0.73,0,
everhart,1,1,0.98,0,
palmito,1,1,0.16,0,
yor,2,1,0.66,0,
gwynn,1,3,0.96,0,
you,115,202,97.26999999999997,1,
endded,1,1,0.36,0,
tabler,1,2,0.4,0,
jamesatreisch,1,1,0.5,0,
diesel,1,1,0.35,0,
regristry,1,1,0.63,0,
stiefel,1,1,0.44,0,
mothball,1,1,0.86,0,
lavoie,1,2,0.82,0,
dayton,6,7,5.27,0,
kizzia,1,1,0.54,0,
mcculpen,1,2,0.17,0,
sierra,7,80,3.02,0,
aleksander,1,2,0.63,0,
latest,1,2,0.76,0,
dealers,2,33,1.2,0,
turlo,1,2,0.75,0,
travis,12,17,6.78,0,
reuben,11,22,8.17,0,
seagraves,1,1,0.51,0,
franxis,1,2,0.8,0,
eldrige,1,1,0.72,0,
shannon,3,3,2.1,0,
hogue,2,2,1.3900000000000001,0,
people,312,815,180.72000000000006,3,
32148441,1,2,0.46,0,
candy,1,3,0.55,0,
parks,5,6,3.6999999999999997,0,
clintock,1,1,0.28,1,
hamton,1,1,0.94,0,
games,110,2604,63.129999999999995,0,
alberta,1,1,0.64,0,
mainly,1,1,1.01,0,
160th,1,1,0.48,0,
gamez,2,2,1.1400000000000001,0,
valera,1,1,0.07,0,
alberto,2,5,0.53,0,
alberti,1,2,0.3,0,
backulich,1,1,1.03,0,
istrench,1,2,0.21,0,
argon,2,3,0.89,0,
captains,25,83,8.18,0,
badis,1,2,0.69,0,
vipperman,1,1,0.49,0,
caldwell,8,10,4.7700000000000005,0,
ww2gunstrap,1,1,0.43,0,
cadets,7,7,4.07,0,
beggs,1,1,0.78,0,
hurchell,1,2,0.34,0,
542nd,1,1,0.52,0,
lemon,1,2,0.58,0,
katzentein,1,2,0.69,0,
gloucestershire,1,2,0.25,0,
38h,1,6,0.17,0,
block,5,7,3.19,0,
junewau,1,1,0.68,0,
lavonn,1,1,0.17,0,
laudington,1,2,0.27,0,
bloch,2,2,2.71,0,
luzon,5,10,3.72,0,
kalvalka,1,1,0.33,0,
battlefront,1,1,0.09,0,
submariner,1,2,0.43,0,
39a,3,3,1.6099999999999999,0,
paris,12,14,8.22,0,
submarines,52,671,32.150000000000006,1,
bothur,1,1,0.46,0,
iworld,1,1,0.48,0,
jewel,4,3,2.86,0,
hageman,1,2,0.46,0,
zombie,1,6,0.61,0,
oxford,1,207,0.48,0,
wellfleet,1,2,0.74,0,
weible,1,6,0.26,0,
payrolls,1,1,0.66,0,
begen,1,1,0.18,0,
parke,3,5,1.99,0,
poppers,1,3,0.57,0,
botts,2,2,0.72,0,
mccann,4,10,2.15,0,
562nd,1,1,0.56,0,
394,2,3,2.04,0,
harlan,6,8,4.029999999999999,0,
conquest,1,1,0.27,0,
strom,2,5,1.41,0,
180th,3,5,2.29,0,
beeson,2,3,1.27,0,
degree,2,3,1.74,0,
gonser,1,1,0.44,0,
civial,8,18,4.66,0,
revolunary,1,1,1.14,0,
397,1,3,1.05,0,
badge,6,9,3.8000000000000003,0,
1317th,2,1,1.08,0,
taxes,1,1,0.59,0,
zimmermann,1,1,0.2,0,
rushford,1,2,0.66,0,
causlities,2,1,1.38,0,
mystery,1,1,0.44,0,
arnott,1,1,0.46,0,
gaston,1,1,0.23,0,
pensilvania,1,3,0.34,0,
383,2,3,1.46,0,
billpayer,2,1,1.46,0,
footage,10,90,4.720000000000001,0,
381,1,1,1.1,0,
reuban,1,1,0.65,0,
travel,22,314,13.8,0,
esten,1,1,0.64,0,
nominal,1,1,0.83,0,
clifton,6,12,3.02,0,
380,1,1,0.98,0,
philidelphia,1,1,0.49,0,
mikulait,1,1,1.62,0,
cifelli,1,2,0.86,0,
2125042,2,2,0.84,0,
ester,1,1,0.46,0,
chateaudun,1,1,0.81,0,
rifka,1,1,0.33,0,
estep,1,1,0.9,0,
389,1,1,0.83,0,
hurry,2,2,1.1,0,
voltneers,1,2,0.41,0,
