word,clicks,impressions,cost,convertedClicks,Cost/Converted Click,,word,clicks,impressions,cost,convertedClicks
,,,,,,,487th,1,1,0.66,0
,,,,,,,delouise,1,1,0.66,0
,,,,,,,gladys,1,1,0.66,0
,,,,,,,divise,1,1,0.66,0
,,,,,,,3405,1,2,0.66,0
,,,,,,,founding,1,6,0.66,0
,,,,,,,heidenreich,1,1,0.66,0
,,,,,,,dineen,1,1,0.66,0
,,,,,,,hamm,1,2,0.66,0
,,,,,,,saltis,1,1,0.66,0
,,,,,,,burkhalter,1,1,0.66,0
,,,,,,,kilby,1,1,0.66,0
,,,,,,,canning,1,1,0.66,0
,,,,,,,nwi,1,1,0.66,0
,,,,,,,modawell,1,1,0.66,0
,,,,,,,p08,1,2,0.66,0
,,,,,,,b0810,1,1,0.66,0
,,,,,,,marthas,1,1,0.66,0
,,,,,,,retributors,1,5,0.66,0
,,,,,,,nussbaum,1,1,0.66,0
,,,,,,,dirosa,1,1,0.66,0
,,,,,,,commemoration,1,1,0.66,0
,,,,,,,hartz,1,1,0.66,0
,,,,,,,49th,3,3,0.66,0
,,,,,,,orvile,1,1,0.66,0
,,,,,,,cuagilean,1,3,0.66,0
,,,,,,,meier,1,1,0.66,0
,,,,,,,piney,1,1,0.66,0
,,,,,,,fecto,1,3,0.66,0
,,,,,,,franck,1,2,0.66,0
,,,,,,,zuercher,1,1,0.66,0
,,,,,,,plantingthefuture,1,1,0.66,0
,,,,,,,mindinho,1,1,0.66,0
,,,,,,,1090th,1,3,0.66,0
,,,,,,,eads,1,1,0.66,0
,,,,,,,wellman,1,1,0.66,0
,,,,,,,knowski,1,1,0.66,0
,,,,,,,braham,1,1,0.66,0
,,,,,,,leman,1,1,0.66,0
,,,,,,,soren,1,1,0.66,0
,,,,,,,599th,1,1,0.66,0
,,,,,,,ignacio,1,1,0.66,0
,,,,,,,yor,2,1,0.66,0
,,,,,,,payrolls,1,1,0.66,0
,,,,,,,rushford,1,2,0.66,0
,,,,,,,hinkle,1,1,0.66,0
,,,,,,,degraw,1,1,0.66,0
,,,,,,,navydata,1,1,0.66,0
,,,,,,,hebrides,1,6,0.66,0
,,,,,,,mangham,2,3,0.66,0
,,,,,,,mobat,1,1,0.66,0
,,,,,,,ingvar,1,1,0.66,0
,,,,,,,borax,2,2,0.66,0
,,,,,,,mommy,1,1,0.66,0
,,,,,,,replacing,1,1,0.66,0
,,,,,,,elwyn,1,1,0.66,0
,,,,,,,greenwald,1,1,0.66,0
,,,,,,,timberwolf,1,2,0.66,0
,,,,,,,quest,1,1,0.66,0
,,,,,,,martella,2,2,0.66,0
,,,,,,,auther,1,1,0.66,0
,,,,,,,statistical,1,3,0.66,0
,,,,,,,unsr,1,3,0.66,0
,,,,,,,pupple,1,1,0.66,0
,,,,,,,622,2,1,0.66,0
,,,,,,,generl,1,1,0.66,0
,,,,,,,clausen,1,1,0.66,0
,,,,,,,defreitas,1,1,0.66,0
,,,,,,,macomb,1,1,0.66,0
,,,,,,,inhabited,1,1,0.66,0
,,,,,,,hibbs,1,3,0.66,0
,,,,,,,apodoca,1,1,0.66,0
,,,,,,,turncoatesin,1,1,0.66,0
,,,,,,,ww2taunton,1,5,0.66,0
,,,,,,,weidman,1,1,0.66,0
,,,,,,,filfer,1,2,0.66,0
,,,,,,,cilvar,1,1,0.66,0
,,,,,,,murland,1,1,0.66,0
,,,,,,,fullerton,1,1,0.66,0
,,,,,,,norton's,1,1,0.66,0
,,,,,,,blomberg,1,1,0.66,0
,,,,,,,osbornes,1,1,0.66,0
,,,,,,,naational,1,1,0.66,0
,,,,,,,kutrubes,1,3,0.66,0
,,,,,,,carden,1,1,0.66,0
,,,,,,,afc,1,1,0.66,0
,,,,,,,sultzaberger,1,2,0.66,0
,,,,,,,forohio,1,1,0.66,0
,,,,,,,lavender,1,1,0.66,0
,,,,,,,readings,1,1,0.66,0
,,,,,,,kiss,1,3,0.66,0
,,,,,,,datetaken,1,1,0.66,0
,,,,,,,comunication,1,1,0.66,0
,,,,,,,curacao,1,1,0.66,0
,,,,,,,venable,2,2,0.66,0
,,,,,,,stoker,2,4,0.66,0
,,,,,,,ezekiel,2,2,0.66,0
,,,,,,,dug,2,1223,0.66,0
,,,,,,,kenney,2,3,0.66,0
,,,,,,,1853,2,4,0.66,0
,,,,,,,1853,2,4,0.66,0
,,,,,,,jurnalist,1,2,0.65,0
,,,,,,,glade,1,1,0.65,0
,,,,,,,newland,1,2,0.65,0
,,,,,,,dough,1,1,0.65,0
,,,,,,,suck,1,1,0.65,0
,,,,,,,grunt,1,2,0.65,0
,,,,,,,bopp,1,2,0.65,0
,,,,,,,sinaimg,1,1,0.65,0
,,,,,,,brodie,1,3,0.65,0
,,,,,,,hrapko,1,1,0.65,0
,,,,,,,fg,1,2,0.65,0
,,,,,,,resolutionary,1,3,0.65,0
,,,,,,,hay's,1,1,0.65,0
,,,,,,,bi,1,1,0.65,0
,,,,,,,cn,1,1,0.65,0
,,,,,,,clide,1,2,0.65,0
,,,,,,,lh,1,5,0.65,0
,,,,,,,perfected,1,2,0.65,0
,,,,,,,wwll+,1,1,0.65,0
,,,,,,,adolphus,2,6,0.65,0
,,,,,,,club,1,1,0.65,0
,,,,,,,lingolsheim,1,2,0.65,0
,,,,,,,shellabarger,1,1,0.65,0
,,,,,,,stapp,1,1,0.65,0
,,,,,,,pfeifer,1,1,0.65,0
,,,,,,,royden,1,1,0.65,0
,,,,,,,siemicki,1,1,0.65,0
,,,,,,,rothberg,1,1,0.65,0
,,,,,,,garretson,1,5,0.65,0
,,,,,,,dav,1,2,0.65,0
,,,,,,,coat,1,1,0.65,0
,,,,,,,arland,1,1,0.65,0
,,,,,,,gossard,1,1,0.65,0
,,,,,,,charity,1,2,0.65,0
,,,,,,,adrift,1,1,0.65,0
,,,,,,,viewing,1,2,0.65,0
,,,,,,,debts,1,1,0.65,0
,,,,,,,ksli,3,2,0.65,0
,,,,,,,testa,1,1,0.65,0
,,,,,,,rim,1,1,0.65,0
,,,,,,,rsm,3,2,0.65,0
,,,,,,,media,1,2,0.65,0
,,,,,,,honoorable,1,1,0.65,0
,,,,,,,brectouville,1,4,0.65,0
,,,,,,,jackdaws,1,1,0.65,0
,,,,,,,levens,1,1,0.65,0
,,,,,,,kuna,1,1,0.65,0
,,,,,,,pr1,1,1,0.65,0
,,,,,,,confimed,1,1,0.65,0
,,,,,,,invastion,1,1,0.65,0
,,,,,,,artists,1,1,0.65,0
,,,,,,,regulation,1,1,0.65,0
,,,,,,,184,1,1,0.65,0
,,,,,,,rathbun,1,1,0.65,0
,,,,,,,tendon,1,1,0.65,0
,,,,,,,souris,1,1,0.65,0
,,,,,,,lds,1,2,0.65,0
,,,,,,,martins,1,2,0.65,0
,,,,,,,mpc,1,8,0.65,0
,,,,,,,battleofaltoon,1,1,0.65,0
,,,,,,,mcfarland's,1,2,0.65,0
,,,,,,,timelines,1,6,0.65,0
,,,,,,,boonton,1,1,0.65,0
,,,,,,,waptick,1,3,0.65,0
,,,,,,,pines,2,2,0.65,0
,,,,,,,15mm,1,2,0.65,0
,,,,,,,casulty,1,1,0.65,0
,,,,,,,vietnan,1,2,0.65,0
,,,,,,,1765,1,1,0.65,0
,,,,,,,campa,1,2,0.65,0
,,,,,,,agnes,1,1,0.65,0
,,,,,,,alternatives,1,2,0.65,0
,,,,,,,mccloskey,1,1,0.65,0
,,,,,,,albania,1,1,0.65,0
,,,,,,,otterstetter,1,1,0.65,0
,,,,,,,reuban,1,1,0.65,0
,,,,,,,brague,1,1,0.65,0
,,,,,,,367,2,2,0.65,0
,,,,,,,combatant,1,2,0.65,0
,,,,,,,colth,1,5,0.65,0
,,,,,,,describes,2,7,0.65,0
,,,,,,,prestley,1,2,0.65,0
,,,,,,,term,1,2,0.65,0
,,,,,,,mileage,1,2,0.65,0
,,,,,,,grandchildren,1,3,0.65,0
,,,,,,,sharks,1,1,0.65,0
,,,,,,,registrar,1,1,0.65,0
,,,,,,,emblem,1,13,0.65,0
,,,,,,,roane,1,1,0.65,0
,,,,,,,warworld2,1,1,0.65,0
,,,,,,,kelley,1,1,0.65,0
,,,,,,,zebra,1,1,0.65,0
,,,,,,,deauvaux,1,1,0.65,0
,,,,,,,714,1,1,0.65,0
,,,,,,,kirchner,2,2,0.65,0
,,,,,,,arlon,1,1,0.65,0
,,,,,,,revolutionaryr,1,1,0.65,0
,,,,,,,memorialized,1,1,0.65,0
,,,,,,,bones,1,2,0.65,0
,,,,,,,armys,1,1,0.65,0
,,,,,,,endless,1,4,0.65,0
,,,,,,,s36739,1,1,0.65,0
,,,,,,,mercado,1,1,0.65,0
,,,,,,,goens,2,2,0.65,0
,,,,,,,traughber,1,2,0.65,0
,,,,,,,horror,1,3,0.65,0
,,,,,,,wojciechowski,2,8,0.65,0
,,,,,,,barros,1,1,0.65,0
,,,,,,,bow,1,1,0.65,0
,,,,,,,mechanics,2,2,0.65,0
,,,,,,,economic,1,1,0.65,0
,,,,,,,morgantown,1,2,0.65,0
,,,,,,,llorente,1,1,0.65,0
,,,,,,,keim,1,1,0.65,0
,,,,,,,wintersteen,1,1,0.65,0
,,,,,,,kees,1,6,0.65,0
,,,,,,,desomer,1,1,0.65,0
,,,,,,,longway,1,4,0.65,0
,,,,,,,dermond,1,1,0.65,0
,,,,,,,talons,1,3,0.65,0
,,,,,,,kehrig,1,1,0.65,0
,,,,,,,reddick,1,1,0.65,0
,,,,,,,introduced,1,2,0.65,0
,,,,,,,cullers,1,1,0.65,0
,,,,,,,shelbyville,1,2,0.65,0
,,,,,,,mkii,1,3,0.65,0
,,,,,,,adisabled,1,1,0.65,0
,,,,,,,fjagrwd,1,1,0.65,0
,,,,,,,chavanak,1,2,0.65,0
,,,,,,,005xmrsnjw1eha0ntyzzpj30no0vk7a2,1,1,0.65,0
,,,,,,,bertie,2,3,0.65,0
,,,,,,,follow,2,2,0.65,0
,,,,,,,dines,1,2,0.64,0
,,,,,,,vada,1,1,0.64,0
,,,,,,,809th,1,1,0.64,0
,,,,,,,switzer,1,1,0.64,0
,,,,,,,vinsant,1,1,0.64,0
,,,,,,,rolls1938,1,1,0.64,0
,,,,,,,corvettes,1,1,0.64,0
,,,,,,,slucom,1,1,0.64,0
,,,,,,,lingeyen,1,1,0.64,0
,,,,,,,poviglio,1,1,0.64,0
,,,,,,,god,1,1,0.64,0
,,,,,,,gum,1,2,0.64,0
,,,,,,,warmovies,1,2,0.64,0
,,,,,,,stanly,1,1,0.64,0
,,,,,,,wallas,1,2,0.64,0
,,,,,,,idt,1,2,0.64,0
,,,,,,,briens,1,1,0.64,0
,,,,,,,skulborstad,1,1,0.64,0
,,,,,,,bibbee,1,2,0.64,0
,,,,,,,drettmann,1,1,0.64,0
,,,,,,,heinrich,2,4,0.64,0
,,,,,,,saucon,1,1,0.64,0
,,,,,,,721rst,1,1,0.64,0
,,,,,,,simard,1,1,0.64,0
,,,,,,,aerodromes,1,1,0.64,0
,,,,,,,fenstermaker,1,2,0.64,0
,,,,,,,buildup,3,15,0.64,0
,,,,,,,cod,2,49,0.64,0
,,,,,,,stasiof,1,5,0.64,0
,,,,,,,cameras,1,1,0.64,0
,,,,,,,wanek,1,1,0.64,0
,,,,,,,berma,1,1,0.64,0
,,,,,,,eveson,1,1,0.64,0
,,,,,,,lsts,1,1,0.64,0
,,,,,,,schwanke,1,1,0.64,0
,,,,,,,breaking,1,1,0.64,0
,,,,,,,christman,1,1,0.64,0
,,,,,,,rel,1,1,0.64,0
,,,,,,,rat,1,1,0.64,0
,,,,,,,preparation,1,1,0.64,0
,,,,,,,roz,1,1,0.64,0
,,,,,,,ishmael,1,1,0.64,0
,,,,,,,tolson,1,1,0.64,0
,,,,,,,bashaw,1,2,0.64,0
,,,,,,,hagood,1,3,0.64,0
,,,,,,,dunaj,1,2,0.64,0
,,,,,,,greenbay,1,1,0.64,0
,,,,,,,coverage,1,137,0.64,0
,,,,,,,elza,1,2,0.64,0
,,,,,,,nabb,1,2,0.64,0
,,,,,,,cordero,1,12,0.64,0
,,,,,,,grimshaw,1,1,0.64,0
,,,,,,,leaksville,1,1,0.64,0
,,,,,,,si9qhplrkfy,1,1,0.64,0
,,,,,,,vasilakos,1,1,0.64,0
,,,,,,,ney,1,1,0.64,0
,,,,,,,raider's,1,3,0.64,0
,,,,,,,niederwerfer,1,1,0.64,0
,,,,,,,once,1,3,0.64,0
,,,,,,,175,1,5,0.64,0
,,,,,,,17s,1,4,0.64,0
,,,,,,,xxomnn,1,1,0.64,0
,,,,,,,oto,1,1,0.64,0
,,,,,,,embed,1,1,0.64,0
,,,,,,,ouartermaster,2,2,0.64,0
,,,,,,,ww2flightmissionscompletedof25missions,1,1,0.64,0
,,,,,,,manahan,1,1,0.64,0
,,,,,,,burrell,2,2,0.64,0
,,,,,,,9554124,1,2,0.64,0
,,,,,,,aldo,2,2,0.64,0
,,,,,,,freeborn,1,2,0.64,0
,,,,,,,hesson,1,6,0.64,0
,,,,,,,2war,1,1,0.64,0
,,,,,,,holders,2,1,0.64,0
,,,,,,,512,2,2,0.64,0
,,,,,,,rannow,1,2,0.64,0
,,,,,,,marsland,1,2,0.64,0
,,,,,,,kraftfahr,1,3,0.64,0
,,,,,,,1871,1,3,0.64,0
,,,,,,,karasek,1,2,0.64,0
,,,,,,,barrackspore,1,1,0.64,0
,,,,,,,bradys,1,1,0.64,0
,,,,,,,froning,1,1,0.64,0
,,,,,,,occupational,1,1,0.64,0
,,,,,,,9554124,1,2,0.64,0
,,,,,,,512,2,2,0.64,0
,,,,,,,kerrville,1,1,0.64,0
,,,,,,,flanagin,1,1,0.64,0
,,,,,,,teen,1,1,0.64,0
,,,,,,,infantryman,1,2,0.64,0
,,,,,,,alberta,1,1,0.64,0
,,,,,,,esten,1,1,0.64,0
,,,,,,,pursuit,1,1,0.64,0
,,,,,,,settling,1,2,0.64,0
,,,,,,,prepare,1,1,0.64,0
,,,,,,,turpin,1,1,0.64,0
,,,,,,,pallu,1,1,0.64,0
,,,,,,,sumbalizing,1,1,0.64,0
,,,,,,,mikesell,1,1,0.64,0
,,,,,,,java,2,3,0.64,0
,,,,,,,162nd,1,1,0.64,0
,,,,,,,egan,2,2,0.64,0
,,,,,,,vision,1,1,0.64,0
,,,,,,,dedrick,1,1,0.64,0
,,,,,,,similar,1,1,0.64,0
,,,,,,,mcbath,1,2,0.64,0
,,,,,,,459th,1,1,0.64,0
,,,,,,,vietmam,1,1,0.64,0
,,,,,,,woundedin,1,1,0.64,0
,,,,,,,maloy,1,2,0.64,0
,,,,,,,limon,1,1,0.64,0
,,,,,,,stopped,1,3,0.64,0
,,,,,,,emmell,1,1,0.64,0
,,,,,,,reader,1,5,0.64,0
,,,,,,,newnan,1,1,0.64,0
,,,,,,,shanes,1,2,0.64,0
,,,,,,,kuhnley,1,1,0.64,0
,,,,,,,mcglynn,1,1,0.64,0
,,,,,,,specialties,1,1,0.64,0
,,,,,,,stations,1,1,0.64,0
,,,,,,,mcglothlin,1,1,0.64,0
,,,,,,,colonies,2,4,0.64,0
,,,,,,,calcutta,1,1,0.64,0
,,,,,,,oldeset,1,2,0.64,0
,,,,,,,ciilvil,1,2,0.64,0
,,,,,,,laurie,1,1,0.64,0
,,,,,,,warznak,1,1,0.64,0
,,,,,,,enjured,1,1,0.64,0
,,,,,,,lorance,1,1,0.64,0
,,,,,,,chaps,1,2,0.64,0
,,,,,,,tibbens,1,3,0.64,0
,,,,,,,b1841,1,1,0.64,0
,,,,,,,loyal,2,2,0.64,0
,,,,,,,hulk,1,1,0.64,0
,,,,,,,howarth,1,1,0.64,0
,,,,,,,bachtel,1,2,0.64,0
,,,,,,,heater,1,1,0.64,0
,,,,,,,gambian,1,1,0.64,0
,,,,,,,sioldiers,1,1,0.64,0
,,,,,,,shack,1,1,0.64,0
,,,,,,,266th,1,1,0.64,0
,,,,,,,1825,2,2,0.64,0
,,,,,,,1825,2,2,0.64,0
,,,,,,,vaux,1,1,0.63,0
,,,,,,,dekle,1,2,0.63,0
,,,,,,,strieker,1,1,0.63,0
,,,,,,,ket,1,2,0.63,0
,,,,,,,lightweight,1,1,0.63,0
,,,,,,,hemme,1,1,0.63,0
,,,,,,,feinstein,1,3,0.63,0
,,,,,,,iran,1,8,0.63,0
,,,,,,,31inf,1,1,0.63,0
,,,,,,,hopper,1,2,0.63,0
,,,,,,,hit,2,2,0.63,0
,,,,,,,gc,1,1,0.63,0
,,,,,,,bg,3,4,0.63,0
,,,,,,,benigno,1,1,0.63,0
,,,,,,,v6,1,1,0.63,0
,,,,,,,battelion,2,2,0.63,0
,,,,,,,reeder,1,1,0.63,0
,,,,,,,hohman,1,1,0.63,0
,,,,,,,kopp,1,2,0.63,0
,,,,,,,doxer,1,5,0.63,0
,,,,,,,bldg,1,1,0.63,0
,,,,,,,ferro,1,1,0.63,0
,,,,,,,wiggers,1,1,0.63,0
,,,,,,,brumfield,1,1,0.63,0
,,,,,,,lassiter,1,1,0.63,0
,,,,,,,servived,1,2,0.63,0
,,,,,,,ftr,1,2,0.63,0
,,,,,,,cloud,2,2,0.63,0
,,,,,,,acheson,1,1,0.63,0
,,,,,,,lockard,1,4,0.63,0
,,,,,,,bladder,1,1,0.63,0
,,,,,,,zabawa,1,3,0.63,0
,,,,,,,cld,1,1,0.63,0
,,,,,,,insuance,1,1,0.63,0
,,,,,,,mclaren,1,1,0.63,0
,,,,,,,saddler,1,1,0.63,0
,,,,,,,bunnell,1,1,0.63,0
,,,,,,,cordes,1,1,0.63,0
,,,,,,,nightingale,1,1,0.63,0
,,,,,,,titium,1,1,0.63,0
,,,,,,,dinh,1,3,0.63,0
,,,,,,,phippine,1,1,0.63,0
,,,,,,,seale,1,2,0.63,0
,,,,,,,bevans,1,1,0.63,0
,,,,,,,purchasing,1,1,0.63,0
,,,,,,,kinne,1,1,0.63,0
,,,,,,,35605153,1,1,0.63,0
,,,,,,,pax,1,5,0.63,0
,,,,,,,317417,1,2,0.63,0
,,,,,,,dfas,1,1,0.63,0
,,,,,,,bievenue,1,1,0.63,0
,,,,,,,ryvers,1,1,0.63,0
,,,,,,,orgnizaton,1,1,0.63,0
,,,,,,,fichtner,1,2,0.63,0
,,,,,,,germain,1,1,0.63,0
,,,,,,,resistors,1,1,0.63,0
,,,,,,,poreda,1,2,0.63,0
,,,,,,,raposa,1,3,0.63,0
,,,,,,,158,3,6,0.63,0
,,,,,,,warmer,1,1,0.63,0
,,,,,,,venosa,1,1,0.63,0
,,,,,,,galgala,1,3,0.63,0
,,,,,,,triator,1,2,0.63,0
,,,,,,,n3n,1,2,0.63,0
,,,,,,,wimners,1,1,0.63,0
,,,,,,,malinowski,1,1,0.63,0
,,,,,,,mig,1,1,0.63,0
,,,,,,,brickey,1,2,0.63,0
,,,,,,,523,1,2,0.63,0
,,,,,,,meda,1,2,0.63,0
,,,,,,,meji,1,1,0.63,0
,,,,,,,1866,1,1,0.63,0
,,,,,,,edginton,1,1,0.63,0
,,,,,,,mcdonagh,1,1,0.63,0
,,,,,,,31inf,1,1,0.63,0
,,,,,,,523,1,2,0.63,0
,,,,,,,jamaicans,1,1,0.63,0
,,,,,,,skiba,1,3,0.63,0
,,,,,,,17's,1,2,0.63,0
,,,,,,,342,1,1,0.63,0
,,,,,,,regristry,1,1,0.63,0
,,,,,,,aleksander,1,2,0.63,0
,,,,,,,finschafen,1,1,0.63,0
,,,,,,,355,1,3,0.63,0
,,,,,,,358,2,2,0.63,0
,,,,,,,needs,2,2,0.63,0
,,,,,,,albuquerque,2,8,0.63,0
,,,,,,,copeland,1,2,0.63,0
,,,,,,,vauda,1,2,0.63,0
,,,,,,,denard,1,1,0.63,0
,,,,,,,90s,1,2,0.63,0
,,,,,,,displaced,1,1,0.63,0
,,,,,,,debord,1,1,0.63,0
,,,,,,,rowson,1,1,0.63,0
,,,,,,,nautical,1,3,0.63,0
,,,,,,,picter,1,2,0.63,0
,,,,,,,wqr,1,2,0.63,0
,,,,,,,enginesouth,1,2,0.63,0
,,,,,,,capturing,1,1,0.63,0
,,,,,,,believe,2,2,0.63,0
,,,,,,,banatlion,1,1,0.63,0
,,,,,,,artl,1,3,0.63,0
,,,,,,,uncle's,1,1,0.63,0
,,,,,,,arry,1,1,0.63,0
,,,,,,,miskell,1,1,0.63,0
,,,,,,,lombard,1,1,0.63,0
,,,,,,,worldwar2veterans,1,1,0.63,0
,,,,,,,752,1,2,0.63,0
,,,,,,,vinnuci,1,1,0.63,0
,,,,,,,stanfield,1,2,0.63,0
,,,,,,,flak,1,1,0.63,0
,,,,,,,atmy,1,1,0.63,0
,,,,,,,1005,1,2,0.63,0
,,,,,,,hwan,1,2,0.63,0
,,,,,,,trump,1,2,0.63,0
,,,,,,,argonaut,1,1,0.63,0
,,,,,,,kylife,1,2,0.63,0
,,,,,,,riterment,1,1,0.63,0
,,,,,,,linn,1,1,0.63,0
,,,,,,,cecilly,1,1,0.63,0
,,,,,,,leden,1,3,0.63,0
,,,,,,,connie,1,2,0.63,0
,,,,,,,bok,1,1,0.63,0
,,,,,,,newston,1,1,0.63,0
,,,,,,,yager,1,1,0.63,0
,,,,,,,americaan,1,1,0.63,0
,,,,,,,hjill,1,3,0.63,0
,,,,,,,lehi,1,1,0.63,0
,,,,,,,meiners,1,1,0.63,0
,,,,,,,schrepkow,1,2,0.63,0
,,,,,,,staniszewski,1,1,0.63,0
,,,,,,,ada,1,1,0.63,0
,,,,,,,buongervino,1,3,0.63,0
,,,,,,,chemicall,1,1,0.63,0
,,,,,,,groseclose,1,1,0.63,0
,,,,,,,mcavenia,1,1,0.63,0
,,,,,,,bezbab,1,2,0.63,0
,,,,,,,maritime,2,7,0.63,0
,,,,,,,fough,1,2,0.63,0
,,,,,,,bigart,1,1,0.63,0
,,,,,,,aniello,1,1,0.63,0
,,,,,,,patuxent,1,5,0.63,0
,,,,,,,makinney,1,3,0.63,0
,,,,,,,pruett,1,1,0.63,0
,,,,,,,reumann,1,1,0.63,0
,,,,,,,khorramshahr,1,8,0.63,0
,,,,,,,ottumwa,1,1,0.63,0
,,,,,,,meetze,1,1,0.63,0
,,,,,,,vernal,1,1,0.63,0
,,,,,,,regements,2,2,0.63,0
,,,,,,,ducker,1,1,0.63,0
,,,,,,,attaining,1,1,0.63,0
,,,,,,,jer,1,1,0.62,0
,,,,,,,exploits,1,2,0.62,0
,,,,,,,kinman,1,1,0.62,0
,,,,,,,bfm4mhy5jm,1,1,0.62,0
,,,,,,,prvt,1,2,0.62,0
,,,,,,,audie,1,1,0.62,0
,,,,,,,desret,1,3,0.62,0
,,,,,,,3,1,1,0.62,0
,,,,,,,maries,1,1,0.62,0
,,,,,,,infantryman's,1,49,0.62,0
,,,,,,,dubise,1,1,0.62,0
,,,,,,,thewus,1,1,0.62,0
,,,,,,,hudgins,2,2,0.62,0
,,,,,,,vietnamwarsongs,1,3,0.62,0
,,,,,,,begdahl,1,1,0.62,0
,,,,,,,db,1,1,0.62,0
,,,,,,,click,2,3,0.62,0
,,,,,,,alexis,1,1,0.62,0
,,,,,,,l5,1,1,0.62,0
,,,,,,,xv,1,1,0.62,0
,,,,,,,demetrios,2,1,0.62,0
,,,,,,,trilogy,1,1,0.62,0
,,,,,,,far,2,390,0.62,0
,,,,,,,soldger,1,1,0.62,0
,,,,,,,bufforn,1,1,0.62,0
,,,,,,,bubnack,1,1,0.62,0
,,,,,,,salomon,1,2,0.62,0
,,,,,,,evil,1,2,0.62,0
,,,,,,,cumberland,1,2,0.62,0
,,,,,,,skidmore,1,2,0.62,0
,,,,,,,miltitary,1,1,0.62,0
,,,,,,,buired,1,1,0.62,0
,,,,,,,parachauted,1,1,0.62,0
,,,,,,,countermeasures,1,4,0.62,0
,,,,,,,revaluationary,1,1,0.62,0
,,,,,,,dorgan,1,1,0.62,0
,,,,,,,witte,1,1,0.62,0
,,,,,,,alpine,1,1,0.62,0
,,,,,,,mycek,1,1,0.62,0
,,,,,,,copperheads,1,2,0.62,0
,,,,,,,lucie,1,3,0.62,0
,,,,,,,sse,1,1,0.62,0
,,,,,,,iiii,1,1,0.62,0
,,,,,,,masterson,1,7,0.62,0
,,,,,,,findout,1,1,0.62,0
,,,,,,,lacour,1,1,0.62,0
,,,,,,,talks,2,2,0.62,0
,,,,,,,ruined,1,1,0.62,0
,,,,,,,maharne,1,1,0.62,0
,,,,,,,toyama,1,1,0.62,0
,,,,,,,solidars,1,1,0.62,0
,,,,,,,20war,1,1,0.62,0
,,,,,,,marfa,1,4,0.62,0
,,,,,,,5wtmoxelmojdvgohuhkvrcrd2s1liskvnu1sxtlgmxcqgen33qwtmtiox825,1,1,0.62,0
,,,,,,,seizure,1,1,0.62,0
,,,,,,,tavares,1,1,0.62,0
,,,,,,,dernar,1,1,0.62,0
,,,,,,,weld,1,1,0.62,0
,,,,,,,6thvdivision,1,2,0.62,0
,,,,,,,gorry,1,1,0.62,0
,,,,,,,philos,1,1,0.62,0
,,,,,,,dagal,1,0,0.62,0
,,,,,,,48nc,1,2,0.62,0
,,,,,,,knisel,1,1,0.62,0
,,,,,,,arscott,1,1,0.62,0
,,,,,,,20weapons,1,1,0.62,0
,,,,,,,shetterly,1,1,0.62,0
,,,,,,,purkey,1,1,0.62,0
,,,,,,,labranche,1,1,0.62,0
,,,,,,,540,1,1,0.62,0
,,,,,,,alien,1,1,0.62,0
,,,,,,,stringer,1,1,0.62,0
,,,,,,,sawyers,1,1,0.62,0
,,,,,,,405,2,6,0.62,0
,,,,,,,426,1,1,0.62,0
,,,,,,,5wtmoxelmojdvgohuhkvrcrd2s1liskvnu1sxtlgmxcqgen33qwtmtiox825,1,1,0.62,0
,,,,,,,6thvdivision,1,2,0.62,0
,,,,,,,48nc,1,2,0.62,0
,,,,,,,405,2,6,0.62,0
,,,,,,,bechtel,1,1,0.62,0
,,,,,,,shiomos,2,1,0.62,0
,,,,,,,delibro,1,1,0.62,0
,,,,,,,electronic,1,4,0.62,0
,,,,,,,worlwar1&2james,1,1,0.62,0
,,,,,,,lain's,1,1,0.62,0
,,,,,,,anthonydivisanokilled,1,1,0.62,0
,,,,,,,chastain,1,1,0.62,0
,,,,,,,368,1,1,0.62,0
,,,,,,,fencing,1,1,0.62,0
,,,,,,,allen's,1,1,0.62,0
,,,,,,,brusly,1,1,0.62,0
,,,,,,,abonitalla,1,0,0.62,0
,,,,,,,prentiss,2,3,0.62,0
,,,,,,,brotzman,1,1,0.62,0
,,,,,,,eligible,1,1,0.62,0
,,,,,,,261,1,2,0.62,0
,,,,,,,emelious,1,1,0.62,0
,,,,,,,needle,1,1,0.62,0
,,,,,,,debarkation,1,2,0.62,0
,,,,,,,arcouet,1,1,0.62,0
,,,,,,,wee,1,1,0.62,0
,,,,,,,theories,2,2,0.62,0
,,,,,,,spliters,1,2,0.62,0
,,,,,,,smoot,1,1,0.62,0
,,,,,,,ehow,1,2,0.62,0
,,,,,,,menaguale,1,1,0.62,0
,,,,,,,harvards,1,2,0.62,0
,,,,,,,tavern,1,2,0.62,0
,,,,,,,runnions,1,1,0.62,0
,,,,,,,stress,1,4,0.62,0
,,,,,,,leist,1,2,0.62,0
,,,,,,,traumatic,1,4,0.62,0
,,,,,,,ncsu,1,1,0.62,0
,,,,,,,ibtuufdeyrlcy7xnolozd9g3tyqgoxck5c7,1,1,0.62,0
,,,,,,,atkinson's,1,1,0.62,0
,,,,,,,fougeres,1,1,0.62,0
,,,,,,,colmby,1,1,0.62,0
,,,,,,,germany+,1,27,0.62,0
,,,,,,,kopetski,1,4,0.62,0
,,,,,,,kriczky,1,1,0.62,0
,,,,,,,geisler,1,1,0.62,0
,,,,,,,koopalethes,1,1,0.62,0
,,,,,,,curcio,1,3,0.62,0
,,,,,,,d&g,1,1,0.62,0
