word,clicks,impressions,cost,convertedClicks,Cost/Converted Click,,word,clicks,impressions,cost,convertedClicks
,,,,,,,farnam,1,1,0.71,0
,,,,,,,lunsford,1,1,0.71,0
,,,,,,,cema,1,1,0.71,0
,,,,,,,jakubowski,1,1,0.71,0
,,,,,,,1844,3,6,0.71,0
,,,,,,,1849,2,4,0.71,0
,,,,,,,1859,1,2,0.71,0
,,,,,,,cartoon,1,1,0.71,0
,,,,,,,truesdale,1,1,0.71,0
,,,,,,,plague,2,2,0.71,0
,,,,,,,georges2,1,1,0.71,0
,,,,,,,406,1,1,0.71,0
,,,,,,,nederouer,1,2,0.71,0
,,,,,,,wlisting,1,1,0.71,0
,,,,,,,517th,2,4,0.71,0
,,,,,,,410th,2,2,0.71,0
,,,,,,,1844,3,6,0.71,0
,,,,,,,1849,2,4,0.71,0
,,,,,,,1859,1,2,0.71,0
,,,,,,,bulldogs,1,1,0.71,0
,,,,,,,axmacher,1,2,0.71,0
,,,,,,,kuehnle,1,1,0.71,0
,,,,,,,472,1,1,0.71,0
,,,,,,,nicola,1,1,0.71,0
,,,,,,,tailhook,1,1,0.71,0
,,,,,,,estelle,1,1,0.71,0
,,,,,,,sorro,1,1,0.71,0
,,,,,,,staehle,1,2,0.71,0
,,,,,,,372,1,2,0.71,0
,,,,,,,ukip,1,1,0.71,0
,,,,,,,eklund,1,2,0.71,0
,,,,,,,strawser,1,2,0.71,0
,,,,,,,devo,1,1,0.71,0
,,,,,,,nettie,1,1,0.71,0
,,,,,,,algeria,1,4,0.71,0
,,,,,,,263,1,1,0.71,0
,,,,,,,dummies,1,1,0.71,0
,,,,,,,winterport,1,2,0.71,0
,,,,,,,smallest,1,1,0.71,0
,,,,,,,woo,1,1,0.71,0
,,,,,,,woodcock,1,2,0.71,0
,,,,,,,closed,1,1,0.71,0
,,,,,,,neqr,1,1,0.71,0
,,,,,,,authors,2,3,0.71,0
,,,,,,,debowski,1,1,0.71,0
,,,,,,,abishia,1,1,0.71,0
,,,,,,,monrovia,2,2,0.71,0
,,,,,,,uner,1,2,0.71,0
,,,,,,,hexum,1,1,0.71,0
,,,,,,,20during,1,1,0.71,0
,,,,,,,audy,1,1,0.71,0
,,,,,,,advice,1,1,0.71,0
,,,,,,,16014597,1,1,0.71,0
,,,,,,,756,1,2,0.71,0
,,,,,,,derry,1,1,0.71,0
,,,,,,,schwab,1,1,0.71,0
,,,,,,,worldwar11deceasedveterans,1,1,0.71,0
,,,,,,,gallup,1,1,0.71,0
,,,,,,,609787,1,1,0.71,0
,,,,,,,bosshart,1,1,0.71,0
,,,,,,,kassel,1,1,0.71,0
,,,,,,,coalition,1,1,0.71,0
,,,,,,,colony,1,1,0.71,0
,,,,,,,wwwitd,1,2,0.71,0
,,,,,,,celebration,1,1,0.71,0
,,,,,,,gelston,1,2,0.71,0
,,,,,,,jedediah,1,3,0.71,0
,,,,,,,sperl,1,2,0.71,0
,,,,,,,mose,2,2,0.71,0
,,,,,,,feaster,1,1,0.71,0
,,,,,,,ast,1,1,0.71,0
,,,,,,,gogola,1,1,0.71,0
,,,,,,,eiler,1,1,0.71,0
,,,,,,,mateja,1,1,0.71,0
,,,,,,,cheektowaga,1,1,0.71,0
,,,,,,,islip,1,1,0.71,0
,,,,,,,fray,1,1,0.71,0
,,,,,,,20play,1,1,0.71,0
,,,,,,,riemer,1,1,0.71,0
,,,,,,,bonhomme,1,2,0.71,0
,,,,,,,borghild,1,2,0.71,0
,,,,,,,20role,1,1,0.71,0
,,,,,,,cleon,1,1,0.71,0
,,,,,,,greenland,2,3,0.71,0
,,,,,,,zeiss,1,30,0.71,0
,,,,,,,horologe,1,1,0.71,0
,,,,,,,donley,1,1,0.71,0
,,,,,,,coillectors,1,1,0.71,0
,,,,,,,barganier,1,1,0.71,0
,,,,,,,1912,2,3,0.71,0
,,,,,,,jeb,1,1,0.7,0
,,,,,,,decanters,1,1,0.7,0
,,,,,,,deacon,1,3,0.7,0
,,,,,,,3641999,1,1,0.7,0
,,,,,,,vernelle,1,1,0.7,0
,,,,,,,crewmembers,1,2,0.7,0
,,,,,,,vandegrift,1,2,0.7,0
,,,,,,,metuchen,1,4,0.7,0
,,,,,,,tennyson,1,2,0.7,0
,,,,,,,htm389,1,1,0.7,0
,,,,,,,orderly,2,6,0.7,0
,,,,,,,excellent,1,3,0.7,0
,,,,,,,jermiah,1,4,0.7,0
,,,,,,,tolland,1,4,0.7,0
,,,,,,,hq2,1,2,0.7,0
,,,,,,,su,2,2,0.7,0
,,,,,,,sy,1,1,0.7,0
,,,,,,,perpetual,1,1,0.7,0
,,,,,,,nowell,1,1,0.7,0
,,,,,,,lanny,1,1,0.7,0
,,,,,,,fay,2,2,0.7,0
,,,,,,,aalt,1,1,0.7,0
,,,,,,,eot,1,1,0.7,0
,,,,,,,marlborough,1,3,0.7,0
,,,,,,,celebrities,1,2,0.7,0
,,,,,,,deckebach,1,1,0.7,0
,,,,,,,orrville,1,1,0.7,0
,,,,,,,sandwinkel,1,1,0.7,0
,,,,,,,sholley,1,2,0.7,0
,,,,,,,documentairis,1,1,0.7,0
,,,,,,,champagne,1,2,0.7,0
,,,,,,,ww2aircraft,1,5,0.7,0
,,,,,,,soljer,1,2,0.7,0
,,,,,,,colonnel,1,3,0.7,0
,,,,,,,ollice,1,1,0.7,0
,,,,,,,froman,1,2,0.7,0
,,,,,,,ref,1,2,0.7,0
,,,,,,,rld,1,1,0.7,0
,,,,,,,winfree,1,1,0.7,0
,,,,,,,berlinchen,1,1,0.7,0
,,,,,,,totalitarianism,1,2,0.7,0
,,,,,,,raandolph,1,1,0.7,0
,,,,,,,bangordailynews,1,2,0.7,0
,,,,,,,773rd,2,1,0.7,0
,,,,,,,outlander+,1,1,0.7,0
,,,,,,,demetri,1,1,0.7,0
,,,,,,,martell,1,1,0.7,0
,,,,,,,stonsenburg,1,1,0.7,0
,,,,,,,yugoslavia,1,1,0.7,0
,,,,,,,giannotta,1,5,0.7,0
,,,,,,,augello,1,1,0.7,0
,,,,,,,weigold,1,3,0.7,0
,,,,,,,arendt,1,1,0.7,0
,,,,,,,roedel,1,1,0.7,0
,,,,,,,lozman,1,1,0.7,0
,,,,,,,dumas,1,8,0.7,0
,,,,,,,177th,2,2,0.7,0
,,,,,,,haney,1,3,0.7,0
,,,,,,,hockin,1,1,0.7,0
,,,,,,,sleave,1,1,0.7,0
,,,,,,,veteranscamp,1,1,0.7,0
,,,,,,,tobin,1,3,0.7,0
,,,,,,,larralde,1,1,0.7,0
,,,,,,,divions,1,1,0.7,0
,,,,,,,ffound,1,2,0.7,0
,,,,,,,137,1,3,0.7,0
,,,,,,,crowley,1,1,0.7,0
,,,,,,,weik,1,4,0.7,0
,,,,,,,doudna,1,1,0.7,0
,,,,,,,ole,1,2,0.7,0
,,,,,,,bruges,1,1,0.7,0
,,,,,,,spellmeyer,1,1,0.7,0
,,,,,,,bushmasters,2,2,0.7,0
,,,,,,,talking,1,1,0.7,0
,,,,,,,ramage,1,1,0.7,0
,,,,,,,cayatineto,1,1,0.7,0
,,,,,,,monigan,1,1,0.7,0
,,,,,,,selah,1,1,0.7,0
,,,,,,,hamden,1,1,0.7,0
,,,,,,,carthage,2,13,0.7,0
,,,,,,,ysias,1,1,0.7,0
,,,,,,,militaryrecord,1,1,0.7,0
,,,,,,,filmer,1,1,0.7,0
,,,,,,,597,1,1,0.7,0
,,,,,,,hemann,1,1,0.7,0
,,,,,,,habor,1,1,0.7,0
,,,,,,,3641999,1,1,0.7,0
,,,,,,,177th,2,2,0.7,0
,,,,,,,597,1,1,0.7,0
,,,,,,,gendrizki,1,1,0.7,0
,,,,,,,aparicio,1,1,0.7,0
,,,,,,,ricks,1,1,0.7,0
,,,,,,,gress,1,3,0.7,0
,,,,,,,490,1,1,0.7,0
,,,,,,,breastplate,1,3,0.7,0
,,,,,,,1600,1,1,0.7,0
,,,,,,,satchel,1,1,0.7,0
,,,,,,,lavasque,1,7,0.7,0
,,,,,,,demaline,1,1,0.7,0
,,,,,,,neocons,1,1,0.7,0
,,,,,,,prosper,1,1,0.7,0
,,,,,,,smallman,1,1,0.7,0
,,,,,,,kprean,2,1,0.7,0
,,,,,,,alcarionworld,1,1,0.7,0
,,,,,,,33555892,1,1,0.7,0
,,,,,,,shrank,1,1,0.7,0
,,,,,,,lenox,1,2,0.7,0
,,,,,,,240,1,1,0.7,0
,,,,,,,valente,1,1,0.7,0
,,,,,,,wethersfield,1,1,0.7,0
,,,,,,,prescenzi,1,1,0.7,0
,,,,,,,chajkowski,1,1,0.7,0
,,,,,,,losee,1,1,0.7,0
,,,,,,,274th,1,1,0.7,0
,,,,,,,forward,1,1,0.7,0
,,,,,,,polhemus,1,2,0.7,0
,,,,,,,89292356,1,1,0.7,0
,,,,,,,llewelyn,2,13,0.7,0
,,,,,,,berkin,1,1,0.7,0
,,,,,,,makes,1,2,0.7,0
,,,,,,,schwebel,1,1,0.7,0
,,,,,,,perd,1,1,0.7,0
,,,,,,,133th,1,1,0.7,0
,,,,,,,works,2,2,0.7,0
,,,,,,,willingham,2,2,0.7,0
,,,,,,,wooley,1,2,0.7,0
,,,,,,,direct,1,1,0.7,0
,,,,,,,schull,1,2,0.7,0
,,,,,,,rueen,1,1,0.7,0
,,,,,,,salamo,1,1,0.7,0
,,,,,,,fogg,2,2,0.7,0
,,,,,,,massachusets,1,1,0.7,0
,,,,,,,pfc's,1,1,0.7,0
,,,,,,,propeller,1,2,0.7,0
,,,,,,,usaa,1,1,0.7,0
,,,,,,,bugg,1,1,0.7,0
,,,,,,,bushmaster,1,1,0.7,0
,,,,,,,mcmackin,1,1,0.7,0
,,,,,,,andstrom,1,2,0.7,0
,,,,,,,1939original,1,3,0.7,0
,,,,,,,izzy,2,2,0.7,0
,,,,,,,atterbury,1,1,0.7,0
,,,,,,,jakway,1,1,0.7,0
,,,,,,,misquito,1,2,0.7,0
,,,,,,,relat,1,2,0.7,0
,,,,,,,monet,1,1,0.7,0
,,,,,,,wrteckage,1,2,0.7,0
,,,,,,,pfc13079594,1,1,0.7,0
,,,,,,,denon,1,4,0.7,0
,,,,,,,limited,2,10,0.7,0
,,,,,,,scripps,1,2,0.7,0
,,,,,,,slideshow,1,2,0.7,0
,,,,,,,gardin,1,1,0.7,0
,,,,,,,honorlist_s,1,1,0.7,0
,,,,,,,whiskey,1,1,0.7,0
,,,,,,,whitehurst,1,1,0.7,0
,,,,,,,hearns,1,1,0.7,0
,,,,,,,pershing,1,1,0.7,0
,,,,,,,easter,2,1,0.7,0
,,,,,,,dysart,1,1,0.7,0
,,,,,,,703rd,1,1,0.7,0
,,,,,,,xanthorhiza,1,2,0.69,0
,,,,,,,batallions,1,1,0.69,0
,,,,,,,kupfer,1,1,0.69,0
,,,,,,,discovery,1,1,0.69,0
,,,,,,,goodner,1,1,0.69,0
,,,,,,,soldirer,1,1,0.69,0
,,,,,,,0f,1,1,0.69,0
,,,,,,,kovanda,1,1,0.69,0
,,,,,,,marital,1,1,0.69,0
,,,,,,,sledge,1,10,0.69,0
,,,,,,,challenge,1,2,0.69,0
,,,,,,,simplicissima,1,2,0.69,0
,,,,,,,nicknamed,1,1,0.69,0
,,,,,,,jy,1,1,0.69,0
,,,,,,,mcelrea,1,1,0.69,0
,,,,,,,proudly,1,19,0.69,0
,,,,,,,gniewek,1,1,0.69,0
,,,,,,,weirton,1,2,0.69,0
,,,,,,,eveready,1,1,0.69,0
,,,,,,,breed,1,1,0.69,0
,,,,,,,coby,1,1,0.69,0
,,,,,,,converse,1,5,0.69,0
,,,,,,,traitor,2,5,0.69,0
,,,,,,,satate,1,6,0.69,0
,,,,,,,kenya,3,4,0.69,0
,,,,,,,discharges,1,1,0.69,0
,,,,,,,arsenals,1,2,0.69,0
,,,,,,,monastra,1,1,0.69,0
,,,,,,,32987094t43,1,1,0.69,0
,,,,,,,acure,1,7,0.69,0
,,,,,,,blessington,1,1,0.69,0
,,,,,,,mcclary,1,1,0.69,0
,,,,,,,buonocore,1,1,0.69,0
,,,,,,,sep,1,2,0.69,0
,,,,,,,prophecies,1,3,0.69,0
,,,,,,,romano,1,1,0.69,0
,,,,,,,s28,1,1,0.69,0
,,,,,,,necessary,2,2,0.69,0
,,,,,,,nunmmy,1,1,0.69,0
,,,,,,,skeen,2,2,0.69,0
,,,,,,,newville,1,1,0.69,0
,,,,,,,timelineand,1,1,0.69,0
,,,,,,,parties,1,1,0.69,0
,,,,,,,buckle,1,234,0.69,0
,,,,,,,lichwick,1,1,0.69,0
,,,,,,,mccray,1,1,0.69,0
,,,,,,,boiling,1,1,0.69,0
,,,,,,,tagg,1,1,0.69,0
,,,,,,,siegal,1,2,0.69,0
,,,,,,,ltc,1,1,0.69,0
,,,,,,,storm8,1,1,0.69,0
,,,,,,,kissman,1,1,0.69,0
,,,,,,,wt1c,1,2,0.69,0
,,,,,,,1815,2,2,0.69,0
,,,,,,,cabe,1,1,0.69,0
,,,,,,,cartographer,1,22,0.69,0
,,,,,,,pappelbaum,1,1,0.69,0
,,,,,,,olean,1,1,0.69,0
,,,,,,,shockley,1,1,0.69,0
,,,,,,,455,1,1,0.69,0
,,,,,,,mohar,1,1,0.69,0
,,,,,,,torbeck,1,4,0.69,0
,,,,,,,petroski,1,3,0.69,0
,,,,,,,476,1,1,0.69,0
,,,,,,,consentration,1,1,0.69,0
,,,,,,,badis,1,2,0.69,0
,,,,,,,katzentein,1,2,0.69,0
,,,,,,,completly,1,1,0.69,0
,,,,,,,strain,1,1,0.69,0
,,,,,,,theaters,1,1,0.69,0
,,,,,,,zucchelli,1,1,0.69,0
,,,,,,,234,1,1,0.69,0
,,,,,,,freepix,1,1,0.69,0
,,,,,,,214th,2,2,0.69,0
,,,,,,,waw,2,48,0.69,0
,,,,,,,letteriello,1,1,0.69,0
,,,,,,,deanda,1,1,0.69,0
,,,,,,,asaf,1,2,0.69,0
,,,,,,,cavalery,2,2,0.69,0
,,,,,,,canteens,1,1,0.69,0
,,,,,,,rgmt,1,1,0.69,0
,,,,,,,weatherholt,1,2,0.69,0
,,,,,,,oquinn,1,1,0.69,0
,,,,,,,worldwar2powthatescape,1,2,0.69,0
,,,,,,,wihich,1,2,0.69,0
,,,,,,,mark111,1,1,0.69,0
,,,,,,,mortality,1,1,0.69,0
,,,,,,,dynan,1,1,0.69,0
,,,,,,,alexndria,1,2,0.69,0
,,,,,,,creekmore,1,3,0.69,0
,,,,,,,exercises,1,1,0.69,0
,,,,,,,lifespan,1,1,0.69,0
,,,,,,,olympic,1,2,0.69,0
,,,,,,,mima,1,2,0.69,0
,,,,,,,beauford,2,2,0.69,0
,,,,,,,ww11pilot,1,1,0.69,0
,,,,,,,dollar,1,1,0.69,0
,,,,,,,talkington,1,4,0.69,0
,,,,,,,theunited,1,6,0.69,0
,,,,,,,laycock,1,1,0.69,0
,,,,,,,johney,1,2,0.69,0
,,,,,,,lyday,1,1,0.69,0
,,,,,,,bachinki,1,2,0.69,0
,,,,,,,chernoff,1,1,0.69,0
,,,,,,,ehlers,1,1,0.69,0
,,,,,,,illusionist,1,1,0.68,0
,,,,,,,starker,1,1,0.68,0
,,,,,,,hella,1,1,0.68,0
,,,,,,,tippett,1,1,0.68,0
,,,,,,,botu,1,1,0.68,0
,,,,,,,accessgenealogy,1,1,0.68,0
,,,,,,,arrowhead,1,1,0.68,0
,,,,,,,potaschnick,1,3,0.68,0
,,,,,,,backed,1,3,0.68,0
,,,,,,,limbeck,1,1,0.68,0
,,,,,,,coffman,1,1,0.68,0
,,,,,,,cram,1,1,0.68,0
,,,,,,,ls,1,1,0.68,0
,,,,,,,stickler,1,1,0.68,0
,,,,,,,regexp_like,1,2,0.68,0
,,,,,,,kartel,1,1,0.68,0
,,,,,,,gineris,2,4,0.68,0
,,,,,,,altuf,1,1,0.68,0
,,,,,,,pennsyvlannia,1,1,0.68,0
,,,,,,,muscott,1,3,0.68,0
,,,,,,,inenlistments,1,1,0.68,0
,,,,,,,lrrp,1,15,0.68,0
,,,,,,,swear,1,1,0.68,0
,,,,,,,sheddy,1,4,0.68,0
,,,,,,,exchangem,1,2,0.68,0
,,,,,,,reenactor,1,1,0.68,0
,,,,,,,krol,1,1,0.68,0
,,,,,,,holandia,1,1,0.68,0
,,,,,,,teson,1,2,0.68,0
,,,,,,,chit,1,4,0.68,0
,,,,,,,eliasof,1,1,0.68,0
,,,,,,,murillo,1,1,0.68,0
,,,,,,,specialist,1,1,0.68,0
,,,,,,,valentino,1,3,0.68,0
,,,,,,,nall,1,1,0.68,0
,,,,,,,sullinsworld,1,1,0.68,0
,,,,,,,burchick,1,1,0.68,0
,,,,,,,hezekiah,2,2,0.68,0
,,,,,,,loftus,1,2,0.68,0
,,,,,,,raburn,1,1,0.68,0
,,,,,,,que,1,1,0.68,0
,,,,,,,navalships,1,1,0.68,0
,,,,,,,jeakins,1,1,0.68,0
,,,,,,,3170th,1,1,0.68,0
,,,,,,,jimpsey,1,1,0.68,0
,,,,,,,guiton,1,1,0.68,0
,,,,,,,youghiogheny,1,1,0.68,0
,,,,,,,meehan,2,3,0.68,0
,,,,,,,pavliak,1,2,0.68,0
,,,,,,,3873,1,1,0.68,0
,,,,,,,roxbury,1,1,0.68,0
,,,,,,,47the,1,1,0.68,0
,,,,,,,neptune,1,1,0.68,0
,,,,,,,dupuy,2,1,0.68,0
,,,,,,,epik,1,2,0.68,0
,,,,,,,regain,1,1,0.68,0
,,,,,,,verrnon,1,1,0.68,0
,,,,,,,merl,1,1,0.68,0
,,,,,,,stillman,1,1,0.68,0
,,,,,,,findclarence,1,2,0.68,0
,,,,,,,swpringfielde,1,1,0.68,0
,,,,,,,refuse,1,1,0.68,0
,,,,,,,frysh,1,2,0.68,0
,,,,,,,junewau,1,1,0.68,0
,,,,,,,72engerneers,1,1,0.68,0
,,,,,,,abeyta,1,1,0.68,0
,,,,,,,illiams,1,1,0.68,0
,,,,,,,infatary,1,1,0.68,0
,,,,,,,7x50,2,1,0.68,0
,,,,,,,cassel,1,4,0.68,0
,,,,,,,indepence,1,1,0.68,0
,,,,,,,storkman,1,1,0.68,0
,,,,,,,466304,2,1,0.68,0
,,,,,,,eheo,1,1,0.68,0
,,,,,,,conical,1,1,0.68,0
,,,,,,,33009967,1,1,0.68,0
,,,,,,,maker,2,8,0.68,0
,,,,,,,koloc,1,2,0.68,0
,,,,,,,taking,2,3,0.68,0
,,,,,,,ellenbogen,1,1,0.68,0
,,,,,,,laureanti,1,2,0.68,0
,,,,,,,wodu2tkft5g,1,2,0.68,0
,,,,,,,tamiya,1,1,0.68,0
,,,,,,,brigadier,1,2,0.68,0
,,,,,,,worldwar2navyplanes,1,5,0.68,0
,,,,,,,binnoculars,2,1,0.68,0
,,,,,,,buell,1,1,0.68,0
,,,,,,,vetter,1,1,0.68,0
,,,,,,,buzz,1,1,0.68,0
,,,,,,,beh,2,1,0.68,0
,,,,,,,corvette,1,1,0.68,0
,,,,,,,mckinzie,1,1,0.68,0
,,,,,,,willems,1,1,0.68,0
,,,,,,,subscriptions,1,1,0.68,0
,,,,,,,noone,1,1,0.68,0
,,,,,,,chalmers,1,1,0.68,0
,,,,,,,canberra,1,1,0.68,0
,,,,,,,confredate,3,5,0.68,0
,,,,,,,aylett,1,1,0.68,0
,,,,,,,transports,1,1,0.68,0
,,,,,,,shoffner,1,1,0.68,0
,,,,,,,bostonharbor,1,1,0.68,0
,,,,,,,zilkie,1,1,0.68,0
,,,,,,,daven,1,1,0.68,0
,,,,,,,138,2,2,0.68,0
,,,,,,,555,2,3,0.68,0
,,,,,,,fennell,2,2,0.68,0
,,,,,,,138,2,2,0.68,0
,,,,,,,stauffer,2,2,0.68,0
,,,,,,,jungle,2,5,0.68,0
,,,,,,,welborn,2,4,0.68,0
,,,,,,,instrument,2,2,0.67,0
,,,,,,,buffkin,1,1,0.67,0
,,,,,,,everything,1,0,0.67,0
,,,,,,,rasicals,1,1,0.67,0
,,,,,,,crolane,1,1,0.67,0
,,,,,,,smitty,1,2,0.67,0
,,,,,,,kissinstallldownload,1,1,0.67,0
,,,,,,,minemen,1,1,0.67,0
,,,,,,,hco,1,2,0.67,0
,,,,,,,bertrami,1,2,0.67,0
,,,,,,,1558805,1,1,0.67,0
,,,,,,,beaudry,1,2,0.67,0
,,,,,,,t4,1,1,0.67,0
,,,,,,,croatians,1,1,0.67,0
,,,,,,,???????,1,2,0.67,0
,,,,,,,fricks,1,2,0.67,0
,,,,,,,selectees,1,2,0.67,0
,,,,,,,saybrook,2,2,0.67,0
,,,,,,,cullman,1,1,0.67,0
,,,,,,,millionth,1,1,0.67,0
,,,,,,,smithland,1,2,0.67,0
,,,,,,,chanell,1,1,0.67,0
,,,,,,,pride,1,6,0.67,0
,,,,,,,eberle,1,1,0.67,0
,,,,,,,hilario,1,1,0.67,0
,,,,,,,dummerston,1,1,0.67,0
,,,,,,,buckels,1,1,0.67,0
,,,,,,,bartlett,2,2,0.67,0
,,,,,,,increase,1,1,0.67,0
,,,,,,,247th,1,1,0.67,0
,,,,,,,frecks,1,2,0.67,0
,,,,,,,natchez,1,2,0.67,0
,,,,,,,lanahan,1,1,0.67,0
,,,,,,,dot,1,1,0.67,0
,,,,,,,renner,1,1,0.67,0
,,,,,,,ludlam,1,1,0.67,0
,,,,,,,vutis,1,1,0.67,0
,,,,,,,technologies,1,1,0.67,0
,,,,,,,dike,1,1,0.67,0
,,,,,,,corea,2,6,0.67,0
,,,,,,,rm2,1,1,0.67,0
,,,,,,,zych,1,1,0.67,0
,,,,,,,boozer,1,1,0.67,0
,,,,,,,macmullin,1,1,0.67,0
,,,,,,,morehead,1,1,0.67,0
,,,,,,,ideology,1,7,0.67,0
,,,,,,,plaq,1,1,0.67,0
,,,,,,,qar,1,1,0.67,0
,,,,,,,grandislandne,1,1,0.67,0
,,,,,,,worldwariimemorial,1,1,0.67,0
,,,,,,,beauman,1,1,0.67,0
,,,,,,,carver,1,1,0.67,0
,,,,,,,gritzmacher,1,1,0.67,0
,,,,,,,borman,1,2,0.67,0
,,,,,,,amhearst,1,3,0.67,0
,,,,,,,reindeers,1,1,0.67,0
,,,,,,,memoril,1,1,0.67,0
,,,,,,,eighyy,1,2,0.67,0
,,,,,,,rockwall,1,3,0.67,0
,,,,,,,sqadron,1,1,0.67,0
,,,,,,,wwiii,1,1,0.67,0
,,,,,,,pocampsinusduringwar,1,1,0.67,0
,,,,,,,7poygn0g2,1,1,0.67,0
,,,,,,,laite,1,1,0.67,0
,,,,,,,burry,1,1,0.67,0
,,,,,,,harin,1,1,0.67,0
,,,,,,,storry,1,3,0.67,0
,,,,,,,identity,2,3,0.67,0
,,,,,,,gean,1,1,0.67,0
,,,,,,,trasportation,1,1,0.67,0
,,,,,,,inferno,1,1,0.67,0
,,,,,,,revolusonaray,1,1,0.67,0
,,,,,,,whittigan,1,1,0.67,0
,,,,,,,edgars,1,1,0.67,0
,,,,,,,cammorata,1,1,0.67,0
,,,,,,,1558805,1,1,0.67,0
,,,,,,,doucet,1,1,0.67,0
,,,,,,,1739,1,2,0.67,0
,,,,,,,coxwin,1,2,0.67,0
,,,,,,,contacts,1,1,0.67,0
,,,,,,,findmyfather's,1,1,0.67,0
,,,,,,,waterville,1,1,0.67,0
,,,,,,,dvdhistory,1,1,0.67,0
,,,,,,,cotugno,1,1,0.67,0
,,,,,,,cjvil,1,2,0.67,0
,,,,,,,blueprints,1,1,0.67,0
,,,,,,,plaza,1,1,0.67,0
,,,,,,,desd,1,1,0.67,0
,,,,,,,petsonilve,1,1,0.67,0
,,,,,,,pace,2,2,0.67,0
,,,,,,,24j,1,2,0.67,0
,,,,,,,puctures,1,1,0.67,0
,,,,,,,rhinelander,1,1,0.67,0
,,,,,,,crocitto,1,3,0.67,0
,,,,,,,arcy,1,1,0.67,0
,,,,,,,seawell,1,1,0.67,0
,,,,,,,couchgenweb,1,2,0.67,0
,,,,,,,hager,1,4,0.67,0
,,,,,,,tupawahini,1,1,0.67,0
,,,,,,,maisie,1,2,0.67,0
,,,,,,,bronco,1,1,0.67,0
,,,,,,,gende,1,15,0.67,0
,,,,,,,antonia,1,1,0.67,0
,,,,,,,rosenfeld,1,2,0.67,0
,,,,,,,descedents,1,1,0.67,0
,,,,,,,mazepa,1,1,0.67,0
,,,,,,,fighte,1,1,0.67,0
,,,,,,,difficult,1,1,0.67,0
,,,,,,,shapes,1,1,0.67,0
,,,,,,,secund,1,2,0.67,0
,,,,,,,newsreel,1,2,0.67,0
,,,,,,,1160,1,1,0.67,0
,,,,,,,mywebsearch,1,1,0.67,0
,,,,,,,skipwith,1,1,0.67,0
,,,,,,,arseneau,1,3,0.67,0
,,,,,,,matlick,1,1,0.67,0
,,,,,,,privateers,1,1,0.67,0
,,,,,,,41nf,1,1,0.67,0
,,,,,,,princess,1,1,0.67,0
,,,,,,,thorman,1,1,0.67,0
,,,,,,,toms,1,2,0.67,0
,,,,,,,simonson,1,1,0.67,0
,,,,,,,siem,1,1,0.67,0
,,,,,,,enlistd,1,1,0.67,0
,,,,,,,minicozzi,1,1,0.67,0
,,,,,,,asignment,1,2,0.67,0
,,,,,,,airforcemen,1,1,0.67,0
,,,,,,,merlin,1,1,0.67,0
,,,,,,,texture,1,1,0.67,0
,,,,,,,jovovich,1,1,0.67,0
,,,,,,,apply,2,3,0.67,0
,,,,,,,francer,1,1,0.67,0
,,,,,,,nufer,1,1,0.67,0
,,,,,,,gabbard,1,1,0.67,0
,,,,,,,thing,1,2,0.67,0
,,,,,,,berest,1,1,0.67,0
,,,,,,,octtlin,1,1,0.67,0
,,,,,,,race,1,1,0.67,0
,,,,,,,34368692,1,2,0.67,0
,,,,,,,torpie,1,3,0.67,0
,,,,,,,vernel,1,1,0.67,0
,,,,,,,tyndall,1,2,0.67,0
,,,,,,,haitian,1,48,0.67,0
,,,,,,,bodiford,1,3,0.67,0
,,,,,,,shooter,1,1,0.67,0
,,,,,,,jabez,2,3,0.67,0
,,,,,,,1778,2,7,0.67,0
,,,,,,,cowley,2,3,0.67,0
,,,,,,,wygal,2,7,0.67,0
,,,,,,,faircloth,3,4,0.67,0
,,,,,,,paid,2,2,0.67,0
,,,,,,,cleve,2,3,0.67,0
,,,,,,,huber,2,2,0.66,0
,,,,,,,sarhaent,2,1,0.66,0
,,,,,,,zitta,2,1,0.66,0
,,,,,,,$1 ,1,5,0.66,0
,,,,,,,bohl,1,2,0.66,0
,,,,,,,lockert,1,2,0.66,0
,,,,,,,incursions,1,1,0.66,0
,,,,,,,palmerton,1,1,0.66,0
,,,,,,,zwolle,1,1,0.66,0
,,,,,,,koether,1,1,0.66,0
,,,,,,,liberandos,1,6,0.66,0
,,,,,,,bv,1,1,0.66,0
,,,,,,,bussart,1,1,0.66,0
,,,,,,,hoi,1,1,0.66,0
,,,,,,,spear,1,1,0.66,0
,,,,,,,gazette,1,1,0.66,0
,,,,,,,rivard,1,1,0.66,0
,,,,,,,exh,1,1,0.66,0
,,,,,,,ens,2,1,0.66,0
,,,,,,,howze,1,1,0.66,0
,,,,,,,nilles,2,1,0.66,0
,,,,,,,pantelleria,1,1,0.66,0
,,,,,,,wirth,1,1,0.66,0
,,,,,,,schnable,1,1,0.66,0
,,,,,,,yeatts,1,1,0.66,0
,,,,,,,ghana,1,1,0.66,0
,,,,,,,lucero,1,1,0.66,0
,,,,,,,coopman,2,4,0.66,0
,,,,,,,cve,1,1,0.66,0
,,,,,,,swede,1,1,0.66,0
,,,,,,,lightner,1,1,0.66,0
,,,,,,,dvm,1,2,0.66,0
,,,,,,,provide,1,1,0.66,0
,,,,,,,introductions,1,2,0.66,0
,,,,,,,commanding,1,1,0.66,0
,,,,,,,dem,1,1,0.66,0
,,,,,,,deham,1,1,0.66,0
